age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
25,5,1,6,0,0,0,1,0,4,243,3,999,0,0,-1.8,92.843,-50.0,1.531,5099.1,1
37,0,1,5,2,0,0,0,2,3,746,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,1
54,6,1,4,0,1,1,1,5,3,904,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
33,7,1,5,0,0,1,1,1,3,667,1,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,1
46,9,1,5,0,1,0,1,2,2,410,1,999,0,0,-1.8,93.876,-40.0,0.697,5008.7,1
80,1,0,1,0,1,0,0,1,2,623,2,999,0,0,-1.8,93.749,-34.6,0.642,5008.7,1
34,9,1,3,0,0,0,0,2,1,740,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
28,0,2,4,0,0,0,1,1,0,97,1,999,0,0,-1.8,93.075,-47.1,1.392,5099.1,1
41,5,0,6,0,1,0,1,0,4,498,2,6,3,2,-1.8,93.369,-34.8,0.653,5008.7,1
50,9,1,5,2,0,0,1,8,3,283,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,1
29,2,2,4,0,0,1,0,2,0,630,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
60,1,1,6,0,0,0,1,6,3,529,2,6,1,2,-1.1,94.199,-37.5,0.884,4963.6,1
27,4,2,6,0,1,0,1,0,4,229,3,999,1,1,-1.8,93.369,-34.8,0.649,5008.7,1
50,10,1,6,0,0,0,0,3,0,278,5,6,1,2,-1.7,94.055,-39.8,0.72,4991.6,1
50,9,0,4,0,1,1,1,4,0,629,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,1
52,5,1,7,0,1,0,1,5,1,976,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1
29,9,2,4,0,1,0,0,3,3,1318,3,999,0,0,1.4,94.465,-41.8,4.961,5228.1,1
25,7,2,5,0,1,0,1,8,2,541,1,999,0,0,-3.4,92.649,-30.1,0.716,5017.5,1
58,1,1,4,0,1,0,0,3,3,3183,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,1
31,5,0,6,0,1,0,1,2,0,226,1,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,1
20,2,2,4,0,1,0,1,8,2,166,1,7,1,2,-3.4,92.649,-30.1,0.715,5017.5,1
31,9,1,3,0,0,0,1,1,1,84,1,999,1,1,-1.8,93.075,-47.1,1.453,5099.1,1
31,6,2,6,0,1,0,1,1,3,383,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
75,1,1,7,0,0,0,0,5,1,676,2,999,4,1,-1.7,94.027,-38.3,0.899,4991.6,1
31,5,2,6,0,1,0,1,8,2,404,1,2,5,2,-1.1,94.767,-50.8,1.048,4963.6,1
52,5,1,6,0,0,0,1,6,4,1104,2,999,0,0,-3.4,92.379,-29.8,0.762,5017.5,1
37,9,1,3,0,0,0,1,5,0,213,1,999,0,0,-2.9,92.201,-31.4,0.884,5076.2,1
56,3,1,1,0,1,0,1,1,0,325,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
37,4,1,4,0,1,1,0,2,2,521,3,999,0,0,1.1,93.994,-36.4,4.858,5191.0,1
41,5,0,6,0,0,0,1,0,4,319,1,999,0,0,-1.8,93.369,-34.8,0.653,5008.7,1
32,5,2,6,0,1,0,1,3,3,89,2,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
38,4,0,2,0,1,0,0,2,1,556,2,10,1,2,-1.8,92.893,-46.2,1.291,5099.1,1
70,1,1,1,0,0,0,1,1,2,167,2,999,1,1,-1.8,93.075,-47.1,1.415,5099.1,1
54,6,1,3,2,1,0,1,5,3,429,3,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1
24,4,2,4,0,1,0,0,2,4,654,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,1
27,9,2,3,0,0,0,1,4,3,656,3,999,0,0,1.4,93.918,-42.7,4.958,5228.1,1
41,7,1,4,0,0,0,1,5,0,697,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1
42,11,2,6,0,0,0,1,4,4,366,6,999,0,0,-1.7,94.215,-40.3,0.885,4991.6,1
37,5,0,6,0,0,0,1,5,3,329,3,9,1,2,-2.9,92.201,-31.4,0.851,5076.2,1
58,11,1,1,0,1,0,1,5,1,645,10,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1
36,5,2,4,0,2,2,1,9,0,480,1,999,1,1,-3.0,92.713,-33.0,0.717,5023.5,1
44,10,1,6,0,0,0,1,5,1,175,2,999,2,1,-2.9,92.201,-31.4,0.883,5076.2,1
27,7,2,4,0,1,0,1,4,4,784,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
55,9,1,1,0,0,0,1,8,4,227,2,999,0,0,-3.4,92.649,-30.1,0.714,5017.5,1
59,7,0,5,0,0,0,1,1,0,185,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
57,5,1,6,0,1,0,1,2,4,554,2,999,0,0,-1.8,92.893,-46.2,1.259,5099.1,1
71,5,1,1,0,1,1,1,2,4,466,4,3,2,2,-1.8,93.876,-40.0,0.684,5008.7,1
21,2,2,3,0,1,0,1,0,2,136,2,999,1,1,-1.8,93.369,-34.8,0.655,5008.7,1
31,7,2,6,0,0,0,0,1,1,207,17,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
34,7,2,6,0,0,0,1,0,0,180,2,999,0,0,-1.8,92.843,-50.0,1.52,5099.1,1
80,1,0,1,0,1,0,0,1,2,403,1,999,0,0,-1.8,93.749,-34.6,0.642,5008.7,1
34,0,2,6,0,0,0,1,8,4,464,5,999,1,1,-3.4,92.649,-30.1,0.716,5017.5,1
46,9,2,6,0,0,0,1,1,0,1422,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
31,4,1,2,0,0,0,0,2,3,2087,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,1
29,7,2,5,0,1,0,0,7,0,150,1,999,0,0,-0.1,93.798,-40.4,4.912,5195.8,1
29,5,1,4,0,1,0,1,2,3,798,2,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,1
31,6,1,6,0,1,0,1,3,4,207,1,999,0,0,-2.9,92.963,-40.8,1.268,5076.2,1
43,9,2,3,0,1,0,1,4,3,982,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
43,10,1,6,0,0,0,1,8,3,1192,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,1
31,4,2,3,0,1,0,1,4,3,753,2,999,0,0,1.4,93.918,-42.7,4.958,5228.1,1
32,5,2,6,2,0,0,0,2,1,1346,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1
50,5,1,6,0,1,0,1,5,2,1149,5,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
26,0,2,6,0,1,0,1,5,3,203,1,3,3,2,-1.7,94.027,-38.3,0.904,4991.6,1
35,5,1,4,0,0,0,1,4,2,788,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
35,2,2,6,2,0,0,0,3,3,618,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,1
25,5,2,6,0,1,0,1,1,3,229,2,999,0,0,-1.8,93.075,-47.1,1.406,5099.1,1
52,5,0,6,0,0,0,1,8,1,213,1,999,0,0,-3.4,92.649,-30.1,0.715,5017.5,1
19,2,2,2,0,1,0,1,6,3,161,2,6,4,2,-1.1,94.199,-37.5,0.879,4963.6,1
32,7,2,6,0,0,0,1,8,3,454,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,1
43,9,1,3,0,0,0,1,0,1,180,2,999,0,0,-1.8,92.843,-50.0,1.799,5099.1,1
55,1,1,1,0,0,0,1,4,2,761,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
34,9,1,2,0,1,0,0,2,0,1622,2,999,0,0,1.1,93.994,-36.4,4.858,5191.0,1
89,1,0,1,0,1,0,1,6,1,314,1,999,0,0,-1.1,94.199,-37.5,0.881,4963.6,1
31,7,2,5,0,0,0,1,3,1,163,1,999,1,1,-2.9,92.963,-40.8,1.262,5076.2,1
44,4,0,4,0,1,1,1,1,1,895,1,999,0,0,-1.8,93.075,-47.1,1.453,5099.1,1
30,9,1,2,2,1,0,0,3,1,482,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,1
41,9,2,3,0,1,0,1,2,2,597,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,1
41,4,1,4,0,0,0,1,0,2,396,2,999,0,0,-1.8,92.843,-50.0,1.778,5099.1,1
30,7,2,6,2,1,0,0,2,3,1109,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,1
41,5,0,6,0,1,0,1,4,0,140,1,14,2,2,-1.7,94.215,-40.3,0.793,4991.6,1
25,6,2,7,0,2,2,1,4,2,844,5,999,2,1,-1.7,94.215,-40.3,0.896,4991.6,1
30,5,1,6,0,0,0,0,5,2,588,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
33,9,2,2,0,1,0,1,2,1,731,3,999,1,1,-1.8,92.893,-46.2,1.291,5099.1,1
38,5,2,4,0,1,1,1,5,0,167,1,999,0,0,-2.9,92.201,-31.4,0.884,5076.2,1
78,1,1,1,0,0,0,1,4,0,1148,1,999,0,0,-1.7,94.215,-40.3,0.87,4991.6,1
42,6,1,6,0,0,0,1,5,4,1206,4,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1
40,8,1,6,0,0,0,0,2,4,803,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,1
40,5,0,3,0,1,0,1,2,3,688,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
50,1,1,5,0,1,0,1,4,4,695,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
43,8,1,4,0,0,0,0,3,3,1141,6,999,0,0,1.4,94.465,-41.8,4.958,5228.1,1
24,5,2,6,0,1,1,0,7,3,97,1,999,0,0,-3.4,92.431,-26.9,0.733,5017.5,1
35,9,2,3,0,1,0,1,2,4,676,3,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
60,9,1,5,0,1,0,1,1,2,545,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
35,4,2,4,0,1,0,0,0,1,187,3,999,0,0,-1.8,93.369,-34.8,0.655,5008.7,1
20,2,2,4,0,1,0,1,5,1,532,1,999,1,1,-2.9,92.201,-31.4,0.859,5076.2,1
33,7,1,6,0,1,0,1,2,0,508,1,999,0,0,-1.8,93.876,-40.0,0.685,5008.7,1
43,5,1,4,0,1,0,1,0,3,265,1,999,0,0,-1.8,93.369,-34.8,0.643,5008.7,1
29,5,1,6,0,1,1,1,1,2,245,1,999,0,0,-1.8,93.075,-47.1,1.445,5099.1,1
24,5,2,6,0,1,0,1,0,2,145,2,999,1,1,-1.8,93.369,-34.8,0.655,5008.7,1
30,5,2,6,0,1,0,1,3,2,244,2,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
36,9,2,4,0,1,1,1,3,2,342,2,3,1,2,-1.7,94.055,-39.8,0.739,4991.6,1
27,5,2,6,0,1,1,1,3,0,331,1,999,0,0,-2.9,92.963,-40.8,1.266,5076.2,1
41,4,2,6,0,1,0,1,5,4,142,1,4,2,2,-2.9,92.201,-31.4,0.881,5076.2,1
29,5,2,6,0,0,0,1,5,4,289,2,999,0,0,-2.9,92.201,-31.4,0.881,5076.2,1
46,5,1,6,0,1,0,1,5,3,399,1,999,1,1,-2.9,92.201,-31.4,0.873,5076.2,1
33,5,1,6,0,0,0,1,1,2,441,1,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,1
58,5,1,4,0,1,0,1,2,2,309,1,6,1,2,-1.8,93.876,-40.0,0.682,5008.7,1
59,9,1,1,0,0,0,1,1,0,1397,3,999,1,1,-1.8,93.749,-34.6,0.642,5008.7,1
56,1,1,4,0,1,1,1,4,4,308,2,999,0,0,-2.9,92.469,-33.6,1.059,5076.2,1
50,7,2,5,0,1,1,1,3,3,160,1,999,1,1,-2.9,92.963,-40.8,1.26,5076.2,1
41,9,1,1,0,1,0,1,2,1,894,1,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,1
40,10,0,6,0,1,0,1,3,2,117,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
31,5,2,6,0,1,0,1,4,4,815,2,13,2,2,-1.7,94.215,-40.3,0.861,4991.6,1
22,6,2,6,0,1,1,1,3,4,126,6,999,0,0,-2.9,92.963,-40.8,1.268,5076.2,1
28,9,2,2,0,0,0,1,2,2,863,3,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,1
34,0,1,4,0,1,0,1,8,3,562,2,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,1
30,5,2,6,0,0,0,1,1,3,662,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
45,5,1,6,0,0,0,1,6,0,587,1,999,0,0,-3.4,92.379,-29.8,0.797,5017.5,1
51,6,0,6,0,1,0,1,8,2,670,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,1
41,8,1,6,0,1,0,1,5,3,324,1,999,0,0,-1.7,94.027,-38.3,0.904,4991.6,1
54,5,1,4,0,1,0,1,2,3,594,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,1
34,5,1,6,0,0,0,1,8,4,467,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,1
34,5,2,6,0,0,1,1,0,1,288,2,3,1,2,-1.8,93.369,-34.8,0.652,5008.7,1
24,4,2,4,0,0,0,1,1,1,450,1,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,1
68,1,0,4,0,1,1,1,4,2,340,1,3,1,2,-1.7,94.215,-40.3,0.896,4991.6,1
32,0,2,6,0,0,0,1,1,2,110,1,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,1
28,5,2,4,0,0,0,1,3,0,491,2,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
29,7,2,5,0,0,0,1,8,4,1480,3,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,1
27,5,1,6,0,1,0,1,2,4,670,4,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,1
74,1,0,6,0,1,0,1,2,1,387,1,999,0,0,-1.8,93.876,-40.0,0.688,5008.7,1
32,7,1,5,0,0,0,1,7,2,311,1,3,1,2,-1.1,94.601,-49.5,0.959,4963.6,1
38,7,1,5,2,0,0,1,8,2,1049,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,1
36,5,2,6,0,1,0,1,1,3,592,4,999,1,1,-1.8,93.075,-47.1,1.435,5099.1,1
38,5,1,4,0,1,1,1,2,3,574,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,1
40,5,1,6,0,0,0,1,1,3,815,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
40,5,0,4,0,0,0,1,4,0,837,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
28,4,1,3,0,1,0,1,7,4,847,1,2,1,2,-3.4,92.431,-26.9,0.739,5017.5,1
34,5,1,6,0,1,0,1,2,4,407,3,8,3,1,-1.8,93.876,-40.0,0.695,5008.7,1
47,5,1,4,0,1,0,1,5,0,1152,3,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
25,5,2,4,0,1,0,1,1,2,416,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
25,2,2,4,0,1,0,1,6,3,574,3,999,0,0,-1.1,94.199,-37.5,0.879,4963.6,1
23,5,2,6,0,0,0,1,1,2,314,1,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,1
32,9,0,1,0,0,0,1,2,0,827,2,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,1
35,6,1,6,0,1,0,1,3,3,269,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
39,4,2,4,0,1,0,1,5,4,308,6,999,0,0,-1.7,94.027,-38.3,0.898,4991.6,1
32,4,1,4,2,0,0,1,2,0,642,3,10,1,2,-1.8,92.893,-46.2,1.244,5099.1,1
31,5,2,6,0,1,0,1,1,3,370,3,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
54,5,1,4,0,1,0,1,1,0,158,2,999,0,0,-1.8,93.749,-34.6,0.642,5008.7,1
44,9,1,3,2,1,0,1,1,4,574,1,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,1
27,5,2,5,0,1,0,1,4,1,1061,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
28,9,2,4,0,1,1,1,1,3,268,1,999,0,0,-1.8,93.075,-47.1,1.483,5099.1,1
30,9,2,3,0,1,0,0,3,0,662,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,1
33,4,1,4,0,0,0,1,5,3,738,1,999,0,0,-2.9,92.201,-31.4,0.873,5076.2,1
41,9,1,3,0,0,0,1,2,1,1240,1,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,1
40,4,1,4,0,0,0,1,1,3,161,1,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,1
26,2,2,4,0,1,1,1,1,4,888,1,6,2,2,-1.8,93.749,-34.6,0.645,5008.7,1
45,9,1,7,0,1,0,1,1,3,944,1,999,1,1,-1.8,93.075,-47.1,1.41,5099.1,1
30,7,2,5,0,2,2,0,6,1,808,1,12,2,1,-1.1,94.199,-37.5,0.877,4963.6,1
52,10,1,6,2,1,0,1,8,1,419,1,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,1
27,3,1,2,0,0,0,1,2,0,608,3,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,1
67,3,0,5,0,0,0,1,5,3,350,1,6,2,2,-1.7,94.027,-38.3,0.899,4991.6,1
51,7,1,5,0,1,0,1,1,3,687,1,0,1,2,-1.8,93.075,-47.1,1.365,5099.1,1
35,10,1,6,0,1,1,1,1,3,435,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
28,7,2,5,0,1,1,1,3,4,149,1,3,1,2,-2.9,92.963,-40.8,1.268,5076.2,1
26,2,2,4,0,0,0,1,2,0,716,3,999,1,1,-1.8,92.893,-46.2,1.354,5099.1,1
51,7,1,5,0,1,0,1,4,3,135,2,999,1,1,-2.9,92.469,-33.6,1.072,5076.2,1
33,5,1,6,0,1,0,1,6,3,272,2,999,0,0,-1.1,94.199,-37.5,0.878,4963.6,1
45,6,0,6,0,0,1,1,4,0,890,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
26,5,1,4,0,0,0,1,4,3,991,5,999,0,0,1.4,93.918,-42.7,4.958,5228.1,1
32,7,2,5,0,0,0,1,4,1,769,4,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1
46,7,0,5,0,1,0,1,2,0,431,1,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,1
35,7,1,7,2,0,0,0,2,3,1224,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,1
34,9,0,5,0,0,0,0,3,3,884,4,999,0,0,1.4,94.465,-41.8,4.866,5228.1,1
25,5,2,6,0,0,0,1,3,1,417,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
59,5,2,6,0,0,0,1,5,3,259,3,15,1,2,-2.9,92.201,-31.4,0.829,5076.2,1
28,4,1,3,0,0,0,1,2,1,396,3,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
25,2,2,6,0,1,1,1,3,3,393,2,999,0,0,-2.9,92.963,-40.8,1.235,5076.2,1
29,5,1,4,0,1,0,1,4,1,681,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
27,9,2,3,0,1,1,1,2,3,224,4,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
30,9,1,3,0,0,0,1,4,2,988,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
46,5,1,4,0,1,1,1,4,1,396,1,13,2,2,-1.7,94.215,-40.3,0.797,4991.6,1
24,4,2,4,0,1,0,1,4,3,355,1,11,2,2,-1.7,94.215,-40.3,0.884,4991.6,1
38,7,1,5,0,1,0,1,3,1,993,4,3,1,2,-2.9,92.963,-40.8,1.286,5076.2,1
85,3,1,1,2,1,0,1,1,1,167,1,6,2,2,-1.8,93.749,-34.6,0.642,5008.7,1
33,10,2,6,0,1,1,1,1,2,1176,1,999,0,0,-1.8,93.075,-47.1,1.498,5099.1,1
34,4,0,4,0,1,1,1,2,4,562,2,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
34,8,1,6,0,1,0,1,1,4,104,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
33,4,2,4,0,0,0,0,2,4,777,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
63,1,1,5,0,1,1,1,2,0,444,2,14,1,2,-1.8,93.876,-40.0,0.685,5008.7,1
30,7,1,4,0,0,0,1,5,3,913,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1
62,7,1,7,0,0,0,1,0,0,104,2,3,2,2,-1.8,93.369,-34.8,0.646,5008.7,1
28,9,2,3,2,0,0,1,2,3,884,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,1
32,5,2,6,0,0,0,1,5,2,823,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
42,5,2,6,2,1,0,0,2,3,814,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,1
23,2,2,3,0,1,0,1,6,3,954,1,999,0,0,-1.1,94.199,-37.5,0.879,4963.6,1
50,10,1,6,0,1,0,1,7,3,305,2,4,1,2,-3.4,92.431,-26.9,0.754,5017.5,1
49,5,1,4,0,0,0,1,6,1,495,1,3,1,2,-3.4,92.379,-29.8,0.788,5017.5,1
32,9,1,3,0,0,0,1,1,3,583,1,5,1,2,-1.8,93.075,-47.1,1.41,5099.1,1
36,7,1,5,0,1,1,1,1,3,266,2,2,2,2,-1.8,93.075,-47.1,1.365,5099.1,1
41,3,1,4,0,1,0,0,8,4,1074,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,1
